tag.ID,power,array,rec,ymd.hms,unix
14495,1557,S,1,7/20/2021 21:16,1626844591
14515,62,3,2,7/20/2021 14:49,1626821393
14515,61,3,2,7/21/2021 8:09,1626883798
14515,1535,S,1,7/27/2021 20:23,1627446211
14535,107,4,2,7/20/2021 11:52,1626810739
14555,77,4,3,7/19/2021 18:08,1626746888
14575,8,4,2,7/21/2021 8:25,1626884703
14575,1476,5,1,7/21/2021 15:12,1626909147
14575,957,U,1,7/22/2021 12:02,1626984135
14595,88,4,3,7/19/2021 23:31,1626766300
14595,1453,5,2,7/20/2021 10:45,1626806736
14595,1547,U,1,7/21/2021 16:12,1626912779
14615,1529,S,2,7/28/2021 7:02,1627484573
14635,194,4,2,7/20/2021 14:33,1626820386
14635,1553,5,1,7/20/2021 23:19,1626851983
14655,60,3,2,7/22/2021 10:07,1626977244
14655,1453,2,2,7/22/2021 18:03,1627005790
14675,93,4,3,7/22/2021 21:57,1627019849
14675,1555,S,1,7/27/2021 21:04,1627448643
14695,82,4,3,8/3/2021 0:24,1627979047
14695,632,5,1,8/3/2021 12:50,1628023823
14695,1274,U,1,8/4/2021 2:24,1628072641
14715,1638,S,1,8/4/2021 21:58,1628143080
14735,1511,4,6,8/3/2021 14:49,1628030992
14735,573,5,3,8/4/2021 12:05,1628107511
14735,911,U,1,8/5/2021 9:51,1628185894
14755,822,4,3,8/5/2021 18:47,1628218020
14755,1484,5,4,8/6/2021 1:10,1628241038
14755,1505,U,1,8/6/2021 10:06,1628273184
14775,1538,S,1,8/4/2021 8:38,1628095083
14775,1458,S,2,8/21/2021 1:13,1629537198
14775,72,3,2,8/21/2021 21:40,1629610841
14775,1025,2,1,8/22/2021 10:01,1629655260
14815,21,4,6,8/3/2021 16:10,1628035806
14815,560,S,1,8/7/2021 14:13,1628374436
14835,1547,S,1,8/9/2021 0:04,1628496299
14875,1233,4,3,8/3/2021 21:40,1628055603
14875,593,5,6,8/4/2021 4:24,1628079883
14915,387,4,3,8/4/2021 10:17,1628101065
14915,576,4,3,8/5/2021 9:45,1628185548
14915,1520,5,3,8/5/2021 16:54,1628211274
14915,1517,U,1,8/6/2021 9:19,1628270384
14955,1550,S,1,8/15/2021 7:28,1629041331
14975,1558,S,1,8/15/2021 22:49,1629096584
14995,1551,S,1,8/16/2021 10:16,1629137769
15015,368,3,2,8/11/2021 2:10,1628676640
15015,18,4,6,8/12/2021 10:06,1628791612
15015,114,5,1,8/12/2021 16:21,1628814103
15015,790,U,1,8/13/2021 6:58,1628866700
15035,1493,S,1,8/15/2021 0:19,1629015576
15055,76,4,3,8/12/2021 15:16,1628810188
15075,13,4,2,8/11/2021 12:09,1628712579
15075,78,5,1,8/11/2021 19:26,1628738797
15075,1530,U,1,8/12/2021 20:02,1628827368
15095,18,4,2,8/14/2021 3:38,1628941088
15095,343,5,2,8/14/2021 11:41,1628970098
15095,0,5,2,8/14/2021 22:54,1629010460
15095,1412,U,1,8/15/2021 8:55,1629046524
15195,140,4,3,8/24/2021 0:30,1629793837
15215,132,4,3,8/24/2021 12:50,1629838246
15235,736,4,4,8/23/2021 20:00,1629777659
15235,92,U,1,8/25/2021 5:10,1629897008
15291,733,U,1,7/6/2021 14:46,1625611574
15292,1534,U,1,7/16/2021 12:09,1626466195
15314,273,5,1,7/2/2021 12:59,1625259565
15314,657,5,1,7/3/2021 7:56,1625327766
15314,1494,U,1,7/7/2021 22:06,1625724401
15329,1550,5,1,7/9/2021 12:43,1625863436
15329,1230,U,1,7/10/2021 6:38,1625927930
15349,769,4,3,7/13/2021 6:08,1626185329
15349,84,4,3,7/14/2021 5:21,1626268893
15349,79,5,1,7/14/2021 11:56,1626292574
15450,1174,5,2,7/5/2021 17:16,1625534203
15450,130,7,4,7/7/2021 17:00,1625706012
15478,602,5,1,7/2/2021 22:35,1625294148
15481,192,5,3,7/2/2021 16:12,1625271125
15481,47,U,1,7/5/2021 0:53,1625475189
15508,1015,5,1,7/3/2021 13:27,1625347644
15508,1562,5,1,7/4/2021 11:25,1625426719
15508,1525,U,1,7/6/2021 5:15,1625577310
15542,1211,5,3,7/5/2021 17:32,1625535178
15542,163,U,1,7/7/2021 3:24,1625657089
15546,1561,S,1,7/17/2021 0:18,1626509936
