"","tag.ID","ymd.hms","array","lat","long","sex","species","stock","unix"
"1069",7355,2020-08-28 20:17:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1598645820
"4751",7395,2020-08-24 18:40:00,"C",64.31762,-161.13248,"F","coho","Unalakleet",1598294400
"1074",7395,2020-08-25 17:08:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1598375280
"1073",7395,2020-08-26 01:45:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598406300
"1072",7395,2020-08-26 14:47:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598453220
"10010",7415,2020-08-24 18:56:00,"C",64.31762,-161.13248,"M","coho","Unalakleet",1598295360
"1076",7415,2020-08-26 15:27:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1598455620
"1075",7415,2020-09-03 08:55:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1599123300
"7431",7475,2020-08-25 10:07:00,"C",64.18224,-160.95758,"F","coho","Unalakleet",1598350020
"1082",7475,2020-08-25 16:25:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1598372700
"1081",7475,2020-08-26 07:52:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598428320
"1080",7475,2020-08-26 19:21:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598469660
"16010",7615,2020-08-25 10:44:00,"C",64.18224,-160.95758,"F","coho","Shaktoolik",1598352240
"1090",7615,2020-08-29 10:08:00,"3",64.376093,-161.533817,"F","coho","Shaktoolik",1598695680
"1092",7615,2020-08-30 18:54:00,"2",64.540824,-161.380421,"F","coho","Shaktoolik",1598813640
"1091",7615,2020-08-31 13:25:00,"3",64.364748,-161.551676,"F","coho","Shaktoolik",1598880300
"1089",7615,2020-09-03 10:44:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1599129840
"5331",7675,2020-08-25 10:53:00,"C",64.18224,-160.95758,"M","coho","Transitory",1598352780
"1097",7675,2020-08-27 19:31:00,"3",64.371604,-161.541044,"M","coho","Transitory",1598556660
"5671",7695,2020-08-25 11:15:00,"C",64.18224,-160.95758,"M","coho","Transitory",1598354100
"1101",7695,2020-08-26 06:36:00,"4",64.131287,-160.957982,"M","coho","Transitory",1598423760
"1100",7695,2020-08-26 13:42:00,"5",63.953142,-160.882113,"M","coho","Transitory",1598449320
"1099",7695,2020-08-27 00:26:00,"6",63.691418,-160.88228,"M","coho","Transitory",1598487960
"1098",7695,2020-08-27 14:17:00,"7",63.548007,-161.129208,"M","coho","Transitory",1598537820
"3781",7815,2020-08-25 13:27:00,"C",64.24375,-160.9934,"F","coho","Shaktoolik",1598362020
"1105",7815,2020-08-28 09:09:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1598605740
"7891",7835,2020-08-25 14:02:00,"C",64.24375,-160.9934,"M","coho","Unalakleet",1598364120
"1108",7835,2020-08-25 21:10:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1598389800
"1107",7835,2020-08-26 11:13:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598440380
"1106",7835,2020-08-26 18:33:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598466780
"7061",7895,2020-08-26 10:00:00,"C",64.20171,-160.95265,"F","coho","Transitory",1598436000
"1113",7895,2020-08-27 09:30:00,"4",64.131052,-160.976405,"F","coho","Transitory",1598520600
"1112",7895,2020-08-27 22:36:00,"7",63.548826,-161.134898,"F","coho","Transitory",1598567760
"7231",7935,2020-08-26 11:51:00,"C",64.2718,-161.04591,"F","coho","Shaktoolik",1598442660
"1114",7935,2020-08-27 22:55:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1598568900
"5261",7955,2020-08-26 12:08:00,"C",64.2718,-161.04591,"F","coho","Unalakleet",1598443680
"1117",7955,2020-08-27 18:50:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1598554200
"1116",7955,2020-08-28 13:21:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598620860
"1115",7955,2020-08-28 21:38:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1598650680
"7831",7975,2020-08-26 12:24:00,"C",64.2718,-161.04591,"M","coho","Shaktoolik",1598444640
"1118",7975,2020-08-27 17:44:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1598550240
